code,code_numeric,country,fhpolrigaug,lrgdpch,polity4,year,year_numeric,sample
MYS,129,Malaysia,0.6666667,8.492172,0.7,1980,10,1
MYS,129,Malaysia,0.3333333,9.202227,0.65,2000,11,1
NAM,130,Namibia,,,,1940,8,0
NAM,130,Namibia,,8.097447,,1960,9,0
NAM,130,Namibia,,8.391611,,1980,10,0
NAM,130,Namibia,0.8333333,,0.8,2000,11,0
NER,131,Niger,,,,1940,8,0
NER,131,Niger,0.57,7.392861,0.15,1960,9,0
NER,131,Niger,0,7.032337,0.15,1980,10,1
NER,131,Niger,0.5,6.774415,0.7,2000,11,1
NGA,132,Nigeria,,,,1940,8,0
NGA,132,Nigeria,0.87,6.939947,0.9,1960,9,0
NGA,132,Nigeria,0.8333333,7.102584,0.85,1980,10,1
NGA,132,Nigeria,0.5,6.560809,0.7,2000,11,1
NIC,133,Nicaragua,,,0.1,1940,8,0
NIC,133,Nicaragua,0.49,7.964466,0.1,1960,9,1
NIC,133,Nicaragua,0.3333333,8.01919,,1980,10,1
NIC,133,Nicaragua,0.6666667,7.47715,0.9,2000,11,1
NLD,134,Netherlands,,,,1940,8,0
NLD,134,Netherlands,1,9.13194,1,1960,9,1
NLD,134,Netherlands,1,9.694074,1,1980,10,1
NLD,134,Netherlands,1,10.09876,1,2000,11,1
NOR,135,Norway,,,,1940,8,0
NOR,135,Norway,1,9.016792,1,1960,9,1
NOR,135,Norway,1,9.730227,1,1980,10,1
NOR,135,Norway,1,10.20583,1,2000,11,1
NPL,136,Nepal,,,0.35,1940,8,0
NPL,136,Nepal,0.4,6.657564,0,1960,9,1
NPL,136,Nepal,0.6666667,6.756389,0.05,1980,10,1
NPL,136,Nepal,0.6666667,7.285717,0.8,2000,11,1
NZL,137,New Zealand,,,1,1940,8,0
NZL,137,New Zealand,1,9.353518,1,1960,9,1
NZL,137,New Zealand,1,9.563643,1,1980,10,1
NZL,137,New Zealand,1,9.842444,1,2000,11,1
OFS,138,Orange Free State,,,,1940,8,0
OFS,138,Orange Free State,,,,1960,9,0
OFS,138,Orange Free State,,,,1980,10,0
OFS,138,Orange Free State,,,,2000,11,0
OMN,139,Oman,,,0.2,1940,8,0
OMN,139,Oman,,,0,1960,9,1
OMN,139,Oman,0.1666667,,0,1980,10,1
OMN,139,Oman,0.1666667,,0.05,2000,11,1
PAK,140,Pakistan-post-1972,,,,1940,8,0
PAK,140,Pakistan-post-1972,,,,1960,9,0
PAK,140,Pakistan-post-1972,0,7.049308,0.15,1980,10,0
PAK,140,Pakistan-post-1972,0.1666667,7.604745,0.2,2000,11,1
PAK_1,141,Pakistan-pre-1972,,,,1940,8,0
PAK_1,141,Pakistan-pre-1972,0.4,6.450712,0.15,1960,9,0
PAK_1,141,Pakistan-pre-1972,,,,1980,10,1
PAK_1,141,Pakistan-pre-1972,,,,2000,11,1
PAN,142,Panama,,,0.35,1940,8,0
PAN,142,Panama,0.75,7.751285,0.7,1960,9,1
PAN,142,Panama,0.5,8.583906,0.2,1980,10,1
PAN,142,Panama,1,8.710505,0.95,2000,11,1
PAP,143,Papal States,,,,1940,8,0
PAP,143,Papal States,,,,1960,9,0
PAP,143,Papal States,,,,1980,10,0
PAP,143,Papal States,,,,2000,11,0
PER,144,Peru,,,0.6,1940,8,0
PER,144,Peru,0.83,8.07968,0.7,1960,9,1
PER,144,Peru,0.8333333,8.497258,0.85,1980,10,1
PER,144,Peru,0.6666667,8.431426,,2000,11,1
PHL,145,Philippines,,,0.75,1940,8,0
PHL,145,Philippines,0.93,7.608164,0.75,1960,9,0
PHL,145,Philippines,0.3333333,8.098315,0.05,1980,10,1
PHL,145,Philippines,0.8333333,8.138867,0.9,2000,11,1
PMA,146,Parma,,,,1940,8,0
PMA,146,Parma,,,,1960,9,0
PMA,146,Parma,,,,1980,10,0
PMA,146,Parma,,,,2000,11,0
PNG,147,Papua New Guinea,,,,1940,8,0
PNG,147,Papua New Guinea,,7.685717,,1960,9,0
PNG,147,Papua New Guinea,0.8333333,8.045626,1,1980,10,0
PNG,147,Papua New Guinea,0.8333333,,1,2000,11,1
POL,148,Poland,,,,1940,8,0
POL,148,Poland,0.24,,0.15,1960,9,1
POL,148,Poland,0.1666667,8.858294,0.2,1980,10,1
POL,148,Poland,1,9.128801,0.95,2000,11,1
PRK,149,"Korea, Dem. Rep.",,,,1940,8,0
PRK,149,"Korea, Dem. Rep.",0.21,,0.1,1960,9,0
PRK,149,"Korea, Dem. Rep.",0,,0.05,1980,10,1
PRK,149,"Korea, Dem. Rep.",0,,0.05,2000,11,1
PRT,150,Portugal,,,0.05,1940,8,0
PRT,150,Portugal,0.42,8.140011,0.05,1960,9,1
PRT,150,Portugal,0.8333333,9.10981,0.95,1980,10,1
PRT,150,Portugal,1,9.675546,1,2000,11,1
PRY,151,Paraguay,,,0.05,1940,8,0
PRY,151,Paraguay,0.39,7.793753,0.05,1960,9,1
PRY,151,Paraguay,0.3333333,8.408973,0.1,1980,10,1
PRY,151,Paraguay,0.5,8.451826,0.85,2000,11,1
QAT,152,Qatar,,,,1940,8,0
QAT,152,Qatar,,,,1960,9,0
QAT,152,Qatar,0.3333333,,0,1980,10,0
QAT,152,Qatar,0.1666667,,0,2000,11,1
ROM,153,Romania,,,,1940,8,0
ROM,153,Romania,0.2,6.945526,0.15,1960,9,1
ROM,153,Romania,0,7.664037,0.1,1980,10,1
ROM,153,Romania,0.8333333,8.362939,0.9,2000,11,1
RUS,154,Russia,,,,1940,8,0
RUS,154,Russia,,,,1960,9,1
RUS,154,Russia,,,,1980,10,1
RUS,154,Russia,0.3333333,8.988348,0.85,2000,11,1
RWA,155,Rwanda,,,,1940,8,0
RWA,155,Rwanda,0.31,6.843564,,1960,9,0
RWA,155,Rwanda,0.1666667,7.00038,0.15,1980,10,0
RWA,155,Rwanda,0,6.797143,0.3,2000,11,1
SAR,156,Sardinia,,,,1940,8,0
SAR,156,Sardinia,,,,1960,9,0
SAR,156,Sardinia,,,,1980,10,0
SAR,156,Sardinia,,,,2000,11,0
SAU,157,Saudi Arabia,,,0,1940,8,0
SAU,157,Saudi Arabia,0.12,,0,1960,9,1
SAU,157,Saudi Arabia,0.1666667,,0,1980,10,1
SAU,157,Saudi Arabia,0,,0,2000,11,1
SAX,158,Saxony,,,,1940,8,0
SAX,158,Saxony,,,,1960,9,0
SAX,158,Saxony,,,,1980,10,0
SAX,158,Saxony,,,,2000,11,0
SDN,159,Sudan,,,,1940,8,0
SDN,159,Sudan,0.25,,0.15,1960,9,0
SDN,159,Sudan,0.3333333,,0.15,1980,10,1
SDN,159,Sudan,0,,0.15,2000,11,1
SEN,160,Senegal,,,,1940,8,0
SEN,160,Senegal,,7.50525,0.45,1960,9,0
SEN,160,Senegal,0.5,7.287621,0.4,1980,10,1
SEN,160,Senegal,0.6666667,7.391289,0.9,2000,11,1
SER,161,Serbia,,,,1940,8,0
SER,161,Serbia,,,,1960,9,0
SER,161,Serbia,,,,1980,10,0
SER,161,Serbia,,,,2000,11,0
SGP,162,Singapore,,,,1940,8,0
SGP,162,Singapore,0.81,7.678224,0.85,1960,9,0
SGP,162,Singapore,0.3333333,9.34695,0.4,1980,10,0
SGP,162,Singapore,0.3333333,,0.4,2000,11,1
SIC,163,Two Sicilies,,,,1940,8,0
SIC,163,Two Sicilies,,,,1960,9,0
SIC,163,Two Sicilies,,,,1980,10,0
SIC,163,Two Sicilies,,,,2000,11,0
SLB,164,Solomon Islands,,,,1940,8,0
SLB,164,Solomon Islands,,,,1960,9,0
SLB,164,Solomon Islands,0.8333333,,,1980,10,0
SLB,164,Solomon Islands,0.5,,,2000,11,1
SLE,165,Sierra Leone,,,,1940,8,0
SLE,165,Sierra Leone,0.94,,,1960,9,0
SLE,165,Sierra Leone,0.3333333,7.119874,0.15,1980,10,0
SLE,165,Sierra Leone,0.5,,,2000,11,1
SLV,166,El Salvador,,,0.05,1940,8,0
SLV,166,El Salvador,0.54,8.104618,0.35,1960,9,1
SLV,166,El Salvador,0.1666667,8.332961,,1980,10,1
SLV,166,El Salvador,0.8333333,8.39732,0.85,2000,11,1
SOM,167,Somalia,,,,1940,8,0
SOM,167,Somalia,0.86,,0.85,1960,9,0
SOM,167,Somalia,0,,0.15,1980,10,1
SOM,167,Somalia,0.1666667,,,2000,11,1
STP,168,Sao Tome and Principe,,,,1940,8,0
STP,168,Sao Tome and Principe,,,,1960,9,0
STP,168,Sao Tome and Principe,0.1666667,6.899385,,1980,10,0
STP,168,Sao Tome and Principe,1,,,2000,11,1
SUR,169,Suriname,,,,1940,8,0
SUR,169,Suriname,,,,1960,9,0
SUR,169,Suriname,0,,,1980,10,0
SUR,169,Suriname,1,,,2000,11,1
SVK,170,Slovakia,,,,1940,8,0
SVK,170,Slovakia,,,,1960,9,0
SVK,170,Slovakia,,,,1980,10,0
SVK,170,Slovakia,1,9.342241,0.95,2000,11,0
SVN,171,Slovenia,,,,1940,8,0
SVN,171,Slovenia,,,,1960,9,0
SVN,171,Slovenia,,,,1980,10,0
SVN,171,Slovenia,1,9.664255,1,2000,11,0
SWE,172,Sweden,,,1,1940,8,0
SWE,172,Sweden,1,9.227096,1,1960,9,1
SWE,172,Sweden,1,9.75062,1,1980,10,1
SWE,172,Sweden,1,10.07049,1,2000,11,1
SWZ,173,Swaziland,,,,1940,8,0
SWZ,173,Swaziland,,,,1960,9,0
SWZ,173,Swaziland,0.3333333,,0,1980,10,0
SWZ,173,Swaziland,0.1666667,8.561657,0.05,2000,11,1
SYC,174,Seychelles,,,,1940,8,0
SYC,174,Seychelles,,8.014518,,1960,9,0
SYC,174,Seychelles,0.1666667,9.005752,,1980,10,0
SYC,174,Seychelles,0.6666667,9.234136,,2000,11,1
SYR,175,Syrian Arab Republic,,,,1940,8,0
SYR,175,Syrian Arab Republic,0.39,7.246059,,1960,9,0
SYR,175,Syrian Arab Republic,0.3333333,8.003003,0.05,1980,10,1
SYR,175,Syrian Arab Republic,0,8.317245,0.15,2000,11,1
TCD,176,Chad,,,,1940,8,0
TCD,176,Chad,0.58,7.100346,0.05,1960,9,0
TCD,176,Chad,0.1666667,7.398462,,1980,10,1
TCD,176,Chad,0.1666667,6.811872,0.4,2000,11,1
TGO,177,Togo,,,,1940,8,0
TGO,177,Togo,,6.798084,0.2,1960,9,0
TGO,177,Togo,0,7.228293,0.15,1980,10,1
TGO,177,Togo,0.3333333,6.7689,0.4,2000,11,1
THA,178,Thailand,,,0.35,1940,8,0
THA,178,Thailand,0.33,6.994959,0.15,1960,9,1
THA,178,Thailand,0.6666667,7.91223,0.6,1980,10,1
THA,178,Thailand,0.8333333,8.833033,0.95,2000,11,1
TJK,179,Tajikistan,,,,1940,8,0
TJK,179,Tajikistan,,,,1960,9,0
TJK,179,Tajikistan,,,,1980,10,0
TJK,179,Tajikistan,0.1666667,7.185798,0.45,2000,11,0
TKM,180,Turkmenistan,,,,1940,8,0
TKM,180,Turkmenistan,,,,1960,9,0
TKM,180,Turkmenistan,,,,1980,10,0
TKM,180,Turkmenistan,0,,0.05,2000,11,0
TON,181,Tonga,,,,1940,8,0
TON,181,Tonga,,,,1960,9,0
TON,181,Tonga,0.3333333,,,1980,10,0
TON,181,Tonga,0.3333333,,,2000,11,1
TTO,182,Trinidad and Tobago,,,,1940,8,0
TTO,182,Trinidad and Tobago,0.94,8.382496,,1960,9,0
TTO,182,Trinidad and Tobago,0.8333333,9.168795,0.9,1980,10,0
TTO,182,Trinidad and Tobago,0.8333333,9.321452,1,2000,11,1
TUN,183,Tunisia,,,,1940,8,0
TUN,183,Tunisia,0.84,,0.05,1960,9,0
TUN,183,Tunisia,0.1666667,8.3811,0.05,1980,10,1
TUN,183,Tunisia,0.1666667,8.821177,0.35,2000,11,1
TUR,184,Turkey,,,0.15,1940,8,0
TUR,184,Turkey,0.59,7.8965,,1960,9,1
TUR,184,Turkey,0.3333333,8.359807,0.25,1980,10,1
TUR,184,Turkey,0.5,8.829385,0.85,2000,11,1
TUS,185,Tuscany,,,,1940,8,0
TUS,185,Tuscany,,,,1960,9,0
TUS,185,Tuscany,,,,1980,10,0
TUS,185,Tuscany,,,,2000,11,0
TWN,186,Taiwan,,,,1940,8,0
TWN,186,Taiwan,,7.265564,0.1,1960,9,0
TWN,186,Taiwan,0.3333333,8.677489,0.15,1980,10,1
TWN,186,Taiwan,1,,0.95,2000,11,1
TZA,187,Tanzania,,,,1940,8,0
TZA,187,Tanzania,,5.944191,,1960,9,0
TZA,187,Tanzania,0.1666667,6.40638,0.15,1980,10,0
TZA,187,Tanzania,0.5,6.17768,0.6,2000,11,1
UGA,188,Uganda,,,,1940,8,0
UGA,188,Uganda,0.77,6.32879,,1960,9,0
UGA,188,Uganda,0.3333333,6.093689,0.65,1980,10,0
UGA,188,Uganda,0.1666667,6.846763,0.3,2000,11,1
UKR,189,Ukraine,,,,1940,8,0
UKR,189,Ukraine,,,,1960,9,0
UKR,189,Ukraine,,,,1980,10,0
UKR,189,Ukraine,0.5,8.438646,0.85,2000,11,0
UPC,190,United Province CA,,,,1940,8,0
UPC,190,United Province CA,,,,1960,9,0
UPC,190,United Province CA,,,,1980,10,0
UPC,190,United Province CA,,,,2000,11,0
URY,191,Uruguay,,,0.5,1940,8,0
URY,191,Uruguay,1,8.678337,0.9,1960,9,1
URY,191,Uruguay,0.3333333,8.990587,0.15,1980,10,1
URY,191,Uruguay,1,9.17177,1,2000,11,1
USA,192,United States,,,1,1940,8,0
USA,192,United States,0.95,9.415136,1,1960,9,1
USA,192,United States,1,9.96813,1,1980,10,1
USA,192,United States,1,10.4131,1,2000,11,1
USS,193,USSR,,,0.05,1940,8,0
USS,193,USSR,0.2,,0.15,1960,9,1
USS,193,USSR,0.1666667,,0.15,1980,10,1
USS,193,USSR,,,,2000,11,1
UZB,194,Uzbekistan,,,,1940,8,0
UZB,194,Uzbekistan,,,,1960,9,0
UZB,194,Uzbekistan,,,,1980,10,0
UZB,194,Uzbekistan,0,,0.05,2000,11,0
VCT,195,St. Vincent and the Grenadines,,,,1940,8,0
VCT,195,St. Vincent and the Grenadines,,,,1960,9,0
VCT,195,St. Vincent and the Grenadines,0.8333333,8.06021,,1980,10,0
VCT,195,St. Vincent and the Grenadines,0.8333333,8.874647,,2000,11,1
VEN,196,"Venezuela, RB",,,0.25,1940,8,0
VEN,196,"Venezuela, RB",0.72,8.967084,0.8,1960,9,1
VEN,196,"Venezuela, RB",1,8.983068,0.95,1980,10,1
VEN,196,"Venezuela, RB",0.6666667,8.767203,0.85,2000,11,1
VNM,197,Vietnam,,,,1940,8,0
VNM,197,Vietnam,,,,1960,9,0
VNM,197,Vietnam,0,,0.15,1980,10,1
VNM,197,Vietnam,0,,0.15,2000,11,1
VNM_N,198,"Vietnam, North",,,,1940,8,0
VNM_N,198,"Vietnam, North",0.31,,0.1,1960,9,0
VNM_N,198,"Vietnam, North",,,,1980,10,1
VNM_N,198,"Vietnam, North",,,,2000,11,1
VNM_S,199,"Vietnam, South",,,,1940,8,0
VNM_S,199,"Vietnam, South",0.55,,0.35,1960,9,0
VNM_S,199,"Vietnam, South",,,,1980,10,1
VNM_S,199,"Vietnam, South",,,,2000,11,1
VUT,200,Vanuatu,,,,1940,8,0
VUT,200,Vanuatu,,,,1960,9,0
VUT,200,Vanuatu,0.8333333,,,1980,10,0
VUT,200,Vanuatu,1,,,2000,11,1
WRT,201,Wuerttemburg,,,,1940,8,0
WRT,201,Wuerttemburg,,,,1960,9,0
WRT,201,Wuerttemburg,,,,1980,10,0
WRT,201,Wuerttemburg,,,,2000,11,0
WSM,202,Western Samoa,,,,1940,8,0
WSM,202,Western Samoa,,,,1960,9,0
WSM,202,Western Samoa,0.5,,,1980,10,0
WSM,202,Western Samoa,0.8333333,,,2000,11,0
YEM,203,Yemen,,,,1940,8,0
YEM,203,Yemen,,,,1960,9,0
YEM,203,Yemen,,,,1980,10,0
YEM,203,Yemen,0.3333333,6.705804,0.4,2000,11,0
YEM_N,204,"Yemen, N.Arab",,,0,1940,8,0
YEM_N,204,"Yemen, N.Arab",0.12,,0.2,1960,9,1
YEM_N,204,"Yemen, N.Arab",0.1666667,,0.2,1980,10,1
YEM_N,204,"Yemen, N.Arab",,,,2000,11,1
YEM_S,205,"Yemen, South",,,,1940,8,0
YEM_S,205,"Yemen, South",,,,1960,9,0
YEM_S,205,"Yemen, South",0.1666667,,0.1,1980,10,0
YEM_S,205,"Yemen, South",,,,2000,11,1
YUG,206,Yugoslavia - post 1991,,,,1940,8,0
YUG,206,Yugoslavia - post 1991,,,,1960,9,0
YUG,206,Yugoslavia - post 1991,,,,1980,10,0
YUG,206,Yugoslavia - post 1991,0.5,,0.85,2000,11,0
YUG_1,207,Yugoslavia-pre 1991,,,0.6,1940,8,0
YUG_1,207,Yugoslavia-pre 1991,0.43,,0.15,1960,9,1
YUG_1,207,Yugoslavia-pre 1991,0.1666667,,0.25,1980,10,1
YUG_1,207,Yugoslavia-pre 1991,,,,2000,11,1
ZAF,208,South Africa,,,0.7,1940,8,0
ZAF,208,South Africa,0.65,8.509544,0.7,1960,9,1
ZAF,208,South Africa,0.3333333,8.980937,0.7,1980,10,1
ZAF,208,South Africa,1,8.928168,0.95,2000,11,1
ZAR,209,"Congo, Dem. Rep.",,,,1940,8,0
ZAR,209,"Congo, Dem. Rep.",0.5,6.887443,,1960,9,0
ZAR,209,"Congo, Dem. Rep.",0.1666667,6.583971,0.05,1980,10,1
ZAR,209,"Congo, Dem. Rep.",0,,,2000,11,1
ZMB,210,Zambia,,,,1940,8,0
ZMB,210,Zambia,,7.095546,,1960,9,0
ZMB,210,Zambia,0.3333333,7.122066,0.05,1980,10,0
ZMB,210,Zambia,0.3333333,6.793074,0.55,2000,11,1
ZWE,211,Zimbabwe,,,,1940,8,0
ZWE,211,Zimbabwe,,7.116216,,1960,9,0
ZWE,211,Zimbabwe,0.6666667,7.876341,0.75,1980,10,0
ZWE,211,Zimbabwe,0.1666667,7.818621,0.25,2000,11,1
